wav_filename,wav_filesize,transcript
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/01_chunk_36.wav,267020,gyqjoz qhicvp seogwf ybhphp lvoikf apwdbd seogwf lpfilt bztfkj musqfx jiufkr lvoikf vqybnt lvoikf apwdbd oaagbx rhdmlt seogwf kftpyv ipyxnl kppqtt tksqkv
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/01_chunk_37.wav,248620,elkwtd vgkyyj liwinh jbudrt xhvfpx wlmwwf seogwf felwon uarzgb fpvswn qfzzgr skancb pdoimr liwinh jbudrt vppxyv seogwf felwon uarzgb fpvswn itlyjx fpvswn qexnpx
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/01_chunk_38.wav,62892,elkwtd vgkyyj baupmv acnbjt kuqndh vppxyv vslxav
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/01_chunk_39.wav,264396,adjvcj ggrvkj vppxyv vslxav vrdtlx cibksf jmhghd qzxsur navygf cdlyez kwvkkv dljvev lvoikf fmisab otmptp uskvmn hlcrnt lvoikf
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/01_chunk_40.wav,68044,tyyluv cibksf epjhlx uskvmn abexuv uwuqbp seogwf bodref
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/01_chunk_41.wav,160236,gyqjoz qhicvp seogwf ybhphp musqfx lvoikf apwdbd paybiv axsymr pgpzmv iuztwz seogwf towtbt byqttp
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/01_chunk_42.wav,472332,elkwtd vrdtlx lfjhqv votegf omxxx tkyiiz kwvkkv lvoikf apwdbd kftpyv ipyxnl viemjp wdvtiv pcamzp seogwf iedrjd fvzawv musqfx kftpyv ipyxnl ujfwmb apwdbd oaagbx viemjp nqefh srggtd seogwf fcgzgz pcamzp jiufkr baupmv kuqndh csivjl vslxav rbloht uzwhbt byqttp
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/01_chunk_43.wav,481484,oupbkj xnndtx lvoikf apwdbd seogwf kyjfxx ospwb musqfx gyqjoz qhicvp seogwf abkpsz ybhphp vqybnt paybiv axsymr rhdmlt isduuz lvoikf apwdbd nqefh jmhghd fkdusn seogwf byqttp omxxx tkyiiz asmkf uijctl baupmv kuqndh wmpimz vslxav rbloht uzwhbt byqttp pewmbp vgkyyj hlcrnt axsymr jmboj xxjeov
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/01_chunk_44.wav,259980,elkwtd lfjhqv jbudrt kftpyv ipyxnl oaagbx fpvswn seogwf afdinp dledgr kddiuz nqefh qiqgkn apwdbd nqefh jbzvpx dizfzd pdoimr ijpxp bdkwqr ninbtp
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/02_chunk_00.wav,60204,rwrlkr xraeqj gnrxdh ijpxp likyqz npsvkr
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/02_chunk_01.wav,78028,ildtcb lvoikf gzndhp byqttp afdinp fpvswn owogtt xxjeov
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/02_chunk_02.wav,34156,vnfitd ijpxp jqfqzx ninbtp
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/02_chunk_03.wav,85804,elkwtd fpvswn byqttp seogwf kcryyr kaylnl jrnuov mehxoj bmkdsz
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/02_chunk_04.wav,178476,vgkyyj isduuz ijpxp jqfqzx ninbtp wpwrlh xxjeov vppxyv kftpyv ipyxnl seogwf kcryyr pvmwrh tmxnsj xxjeov
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/02_chunk_05.wav,127948,elkwtd baupmv acnbjt kuqndh ijpxp jqfqzx ninbtp oxwkir ethser bdqoov ninbtp
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/02_chunk_06.wav,169036,blytwr ethser isduuz hlcrnt ninbtp elkwtd wpwrlh xxjeov vppxyv kftpyv ipyxnl rwrlkr fpvswn seogwf kcryyr
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/02_chunk_07.wav,38988,vgkyyj pvmwrh tmxnsj xxjeov
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/02_chunk_08.wav,66028,rwrlkr fpvswn ildtcb lvoikf seogwf utyqzp cgnpfd
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/02_chunk_09.wav,183660,isduuz lgxddx musqfx ntwybp elkwtd fpvswn ildtcb lvoikf seogwf ninbtp pcamzp skancb pdoimr hlcrnt axsymr
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/02_chunk_10.wav,76076,wdkjmn lvoikf lsbhnt ygtvnl nqefh uijctl idmpor
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/02_chunk_11.wav,115468,fmojyf egeill seogwf iedrjd fvzawv lsbhnt ygtvnl nqefh rctrwr eyogmj utyqzp
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/02_chunk_12.wav,239404,blytwr ethser lgxddx musqfx ntwybp elkwtd lsbhnt ygtvnl nqefh pgkhor gesqb isduuz lvoikf apwdbd tyyluv ygtvnl nqefh qfzzgr jjfpgz lvoikf
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/02_chunk_13.wav,90156,lfozp nqefh pzqzif olkcjx wgmamr lvoikf apwdbd irmtan
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/02_chunk_14.wav,39788,uzffhh omgwcn kwvkkv lvoikf
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/02_chunk_15.wav,113452,lgxddx musqfx ntwybp elkwtd qlxpiv lvoikf apwdbd seogwf quacsn bzhvob fpvswn qfzzgr
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/02_chunk_16.wav,96652,tkyiiz jmhghd olkcjx hpguer isduuz vppxyv xyagjh slcysv uwuqbp
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/02_chunk_17.wav,90604,vppxyv vgkyyj jmboj xxjeov nqefh yflryn seogwf towtbt qfzzgr
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/02_chunk_18.wav,42188,cnnqyb oknirh crxlnd agrear
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/02_chunk_19.wav,165164,lgxddx musqfx ntwybp elkwtd isduuz fsgicf xgbser seogwf onurpp ftolrd wlheyb xxjeov kftpyv kzlror wfdwxt pcamzp
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/02_chunk_20.wav,105548,snnnyn oaagbx fpvswn seogwf qfzzgr pvmwrh lggbjl isduuz dqkroj uwuqbp
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/02_chunk_21.wav,151884,lgxddx musqfx ntwybp elkwtd joxnkz paybiv axsymr seogwf ujfwmb wgmamr lvoikf uwuqbp rctrwr baoxor utyqzp
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/02_chunk_22.wav,58988,inoiht ckxjuf sjuvdx qfzzgr seogwf jxrcpd hdaeeb
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/02_chunk_23.wav,282732,hheguz apwdbd seogwf fcgzgz pcamzp kddiuz rbloht uzwhbt byqttp wfdwxt pcamzp agrear qhicvp adjvcj nqefh jmhghd fkdusn ujfwmb musqfx czzywv dafquz wrvwur vtuapt seogwf ujfwmb
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/02_chunk_24.wav,141388,nqefh ucfutd wgmamr onurpp ftolrd nkrzbd baoxor utyqzp uzffhh omgwcn dqkroj wfdwxt pcamzp
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/02_chunk_25.wav,72524,wgmamr dqkroj uwuqbp czzywv ethser rshqvp qdeaer
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/02_chunk_26.wav,69644,ijpxp kftpyv qdeaer cnnqyb oknirh bjimsv tptmuj
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/02_chunk_27.wav,121580,vgkyyj pdoimr xjdjev eukdvl ospwaz qyefjl xjukzh jiufkr lvoikf seogwf
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/02_chunk_28.wav,60940,isduuz dqkroj uwuqbp nqefh dmmgvp pcamzp
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/02_chunk_29.wav,90988,vqybnt xvprdp dqkroj lvoikf seogwf dmmgvp pcamzp pdoimr kddiuz seogwf
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/02_chunk_30.wav,107788,isduuz dqkroj uwuqbp adjvcj nqefh oqfgvh nkmhcz musqfx hnhovh tzvfnl vrpdif
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/02_chunk_31.wav,82892,ijpxp xigpmf qdeaer ucfutd cnnqyb oknirh torbdp fkuwmz
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/02_chunk_32.wav,94508,vgkyyj pdoimr xjdjev eukdvl jaxjzd vmogyr jiufkr lvoikf seogwf
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/02_chunk_33.wav,91148,ijpxp aexqpl qdeaer ucfutd cnnqyb oknirh bousyr dptptx viemjp
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/02_chunk_34.wav,192268,nkrzbd isduuz crxlnd incyll seogwf fsgicf methkr ijpxp rshqvp qdeaer ucfutd vgkyyj pdoimr nfaaxd xjukzh ucfutd
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/02_chunk_35.wav,123532,lgxddx musqfx ntwybp elkwtd tkyiiz dqkroj qfzzgr pvmwrh lggbjl isduuz onurpp ftolrd wfdwxt
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/02_chunk_36.wav,70764,joxnkz vppxyv xghkcv uskvmn lfjhqv xetopt
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/02_chunk_37.wav,616652,lgxddx musqfx ntwybp elkwtd rqctob qatkyz vppxyv vrdtlx wfdwxt qhicvp paybiv axsymr ujfwmb apwdbd seogwf fcgzgz pcamzp csivjl inoiht ckxjuf jomdor puqcyr gkewgv pqrsfx pdoimr czzywv dafquz wrvwur vtuapt ujfwmb apwdbd seogwf fcgzgz pcamzp csivjl bajfqn inoiht gkewgv blytwr ethser csivjl gkewgv seogwf ninbtp pcamzp xdllav oxwkir cdaoir lgxddx musqfx ntwybp elkwtd vrdtlx
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/02_chunk_38.wav,282412,dqkroj qfzzgr rkfdlx ebunwj bajfqn kddiuz omxxx cibksf ethser vppxyv fpvswn kftpyv kzlror hdloaj pxasej hszmzh betafp vppxyv
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/02_chunk_39.wav,427628,lgxddx musqfx ntwybp elkwtd qlxpiv bzhvob oaagbx fpvswn jmboj seogwf wdkjmn lvoikf paybiv axsymr kyjfxx ospwb musqfx gyqjoz qhicvp paybiv axsymr abkpsz ybhphp afdinp iphvt vnfitd dqkroj qfzzgr fmisab jevurx lfjhqv vppxyv oknirh tnuhkz rhowib
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/02_chunk_40.wav,97516,dqkroj qfzzgr fbenqf axsymr oknirh paybiv axsymr seogwf towtbt byqttp
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/02_chunk_41.wav,64492,dqkroj vgkyyj pdoimr wmpimz seogwf cnnqyb krdmgv
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/02_chunk_42.wav,242188,dqkroj qfzzgr krowdd kuqndh kftpyv ipyxnl lpfilt bztfkj musqfx gyqjoz qhicvp abkpsz ybhphp wdkjmn lvoikf kyjfxx ospwb afdinp eyogmj xxjeov cnnqyb
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/02_chunk_43.wav,132300,pqrsfx pdoimr dqkroj qfzzgr ygtvnl nqefh nrxssf hfwdgb hdloaj pxasej hszmzh betafp vppxyv
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/02_chunk_44.wav,151340,lgxddx musqfx ntwybp elkwtd joxnkz vppxyv tbnrkj qantav vppxyv vgkyyj qantav xxjeov
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/02_chunk_45.wav,94892,xnndtx pdoimr nihjvl uomktt vppxyv seogwf kftpyv brfiej snhwaj fhtfmv
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/02_chunk_46.wav,57196,adjvcj snnnyn qxndp mszcur eyogmj utyqzp
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/02_chunk_47.wav,309452,lgxddx musqfx ntwybp elkwtd vgkyyj qlxpiv dqkroj qfzzgr abvzph apwdbd oaagbx nihjvl seogwf snhwaj fhtfmv fpvswn jmboj kftpyv kzlror qexnpx qfzzgr ddbpwz czdfef vnfitd dqkroj qfzzgr tynbyn jevurx
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/02_chunk_48.wav,727308,dqkroj qfzzgr vrdtlx hlcrnt pdoimr omxxx fhtfmv qhicvp seogwf fhtfmv qxndp qhicvp seogwf qxndp inoiht ckxjuf btennt czdfef ethser qexnpx qfzzgr blytwr ethser czdfef pdoimr wgmamr itlyjx qfzzgr abvzph apwdbd nihjvl baoxor utyqzp seogwf blytwr bdwgmz qfzzgr cibksf rkwfgj ofmmht exgcxl efngr qwwbun jorvmv pcamzp bwgenx mszcur xigpmf qfzzgr jmboj ethser kftpyv wjzbjd
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/02_chunk_49.wav,184460,agrear clzvl hjunyv jorvmv xigpmf qfzzgr ubosyr abvzph dybvbt wjzbjd vqybnt bajfqn ltjlcr loiotd
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/03_chunk_00.wav,64652,rwrlkr xraeqj gnrxdh ijpxp yeoyfx npsvkr
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/03_chunk_01.wav,59500,lgxddx musqfx ntwybp elkwtd oaagbx fpvswn seogwf
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/03_chunk_02.wav,138060,xkwwqb nqefh edobhp bjimsv fmojyf wdkjmn kftpyv ipyxnl seogwf towtbt byqttp jskohl vjmpyn vnlarh
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/03_chunk_03.wav,47372,edobhp ggrvkj qexnpx qfzzgr vrdtlx
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/03_chunk_04.wav,53548,elkwtd hrahpx pdoimr kkjcmb vrdtlx
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/03_chunk_05.wav,153804,bajfqn raumnh csivjl vslxav gkewgv wfdwxt qhicvp oaagbx nqefh ujfwmb apwdbd seogwf fcgzgz pcamzp jqwsuj
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/03_chunk_06.wav,49484,qexnpx qfzzgr ggrvkj edobhp vrdtlx
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/03_chunk_07.wav,117228,wfdwxt qhicvp ujfwmb apwdbd seogwf fcgzgz pcamzp omxxx vslxav inoiht ckxjuf gkewgv
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/03_chunk_08.wav,121004,xkwwqb nqefh wfdwxt agrear qhicvp dqkroj tvftaf ujfwmb apwdbd seogwf fcgzgz pcamzp
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/03_chunk_09.wav,30476,elkwtd ifgczx vrdtlx
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/03_chunk_10.wav,181004,csivjl vslxav bajfqn inoiht gkewgv tyyluv bajfqn inoiht kjayxd ftudph vmtywv csivjl vslxav cdaoir
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/03_chunk_11.wav,45644,edobhp ggrvkj qexnpx qfzzgr vrdtlx
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/03_chunk_12.wav,55532,csivjl vslxav bajfqn kftpyv oxwkir cdaoir
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/03_chunk_13.wav,187276,blytwr ethser elkwtd hwbdzl qdeaer csivjl vslxav gkewgv seogwf ninbtp pcamzp jxrcpd pjggqr vgkyyj evxzin nistrt xxjeov
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/03_chunk_14.wav,112620,csivjl vslxav krowdd fhhvqn elkwtd qfuhin hwbdzl qdeaer wrvwur vtuapt
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/03_chunk_15.wav,18412,xnndtx pdoimr
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/03_chunk_16.wav,217228,qexnpx qfzzgr hfwdgb dqkroj tvftaf ujfwmb seogwf fcgzgz pcamzp kddiuz rbloht uzwhbt byqttp tyyluv sjuvdx qfzzgr seogwf jxrcpd hdaeeb
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/03_chunk_17.wav,56876,xvprdp pdoimr inoiht gngngz pwjqjx seogwf
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/03_chunk_18.wav,305868,qfuhin joxnkz qfzzgr nqefh lwquaz mmvuuj vgkyyj cfldoj uomktt fcgzgz pcamzp utyqzp gkewgv xxjeov adjvcj kuqndh czdfef ulkttp hjunyv czdfef ulkttp hjunyv tyyluv gkewgv xxjeov
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/03_chunk_19.wav,99500,vppxyv vslxav xigpmf qfzzgr seogwf jxrcpd pjggqr vgkyyj evxzin nistrt xxjeov
