wav_filename,wav_filesize,transcript
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/02_chunk_26.wav,69644,第一道名叫比逊
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/02_chunk_27.wav,121580,就是环绕哈腓拉全地的
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/02_chunk_28.wav,60940,在那里有金子
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/02_chunk_29.wav,90988,并且那地的金子是好的
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/02_chunk_30.wav,107788,在那里又有珍珠和红玛瑙
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/02_chunk_31.wav,82892,第二道河名叫基训
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/02_chunk_32.wav,94508,就是环绕古实全地的
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/02_chunk_33.wav,91148,第三道河名叫希底结
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/02_chunk_34.wav,192268,流在亚述的东边第四道河就是伯拉河
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/02_chunk_35.wav,123532,耶和华神将那人安置在伊甸园
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/02_chunk_36.wav,70764,使他修理看守
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/02_chunk_37.wav,616652,耶和华神吩咐他说园中各样树上的果子你可以随意吃只是分别善恶树上的果子你不可吃因为你吃的日子必定死耶和华神说
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/02_chunk_38.wav,282412,那人独居不好我要为他造一个配偶帮助他
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/02_chunk_39.wav,427628,耶和华神用土所造成的野地各样走兽和空中各样飞鸟都带到那人面前看他叫什么
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/02_chunk_40.wav,97516,那人怎样叫各样的活物
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/02_chunk_41.wav,64492,那就是它的名字
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/02_chunk_42.wav,242188,那人便给一切牲畜和空中飞鸟野地走兽都起了名
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/02_chunk_43.wav,132300,只是那人没有遇见配偶帮助他
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/02_chunk_44.wav,151340,耶和华神使他沉睡他就睡了
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/02_chunk_45.wav,94892,于是取下他的一条肋骨
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/02_chunk_46.wav,57196,又把肉合起来
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/02_chunk_47.wav,309452,耶和华神就用那人身上所取的肋骨造成一个女人领她到那人跟前
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/02_chunk_48.wav,727308,那人说这是我骨中的骨肉中的肉可以称她为女人因为她是从男人身上取出来的因此人要离开父母与妻子连合二人成为一体
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/02_chunk_49.wav,184460,当时夫妻二人赤身露体并不羞耻
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/03_chunk_00.wav,64652,创世记第3章
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/03_chunk_01.wav,59500,耶和华神所造的
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/03_chunk_02.wav,138060,惟有蛇比田野一切的活物更狡猾
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/03_chunk_03.wav,47372,蛇对女人说
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/03_chunk_04.wav,53548,神岂是真说
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/03_chunk_05.wav,153804,不许你们吃园中所有树上的果子吗
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/03_chunk_06.wav,49484,女人对蛇说
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/03_chunk_07.wav,117228,园中树上的果子我们可以吃
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/03_chunk_08.wav,121004,惟有园当中那棵树上的果子
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/03_chunk_09.wav,30476,神曾说
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/03_chunk_10.wav,181004,你们不可吃也不可摸免得你们死
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/03_chunk_11.wav,45644,蛇对女人说
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/03_chunk_12.wav,55532,你们不一定死
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/03_chunk_13.wav,187276,因为神知道你们吃的日子眼睛就明亮了
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/03_chunk_14.wav,112620,你们便如神能知道善恶
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/03_chunk_15.wav,18412,于是
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/03_chunk_16.wav,217228,女人见那棵树的果子好作食物也悦人的眼目
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/03_chunk_17.wav,56876,且是可喜爱的
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/03_chunk_18.wav,305868,能使人有智慧就摘下果子来吃了又给她丈夫她丈夫也吃了
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/03_chunk_19.wav,99500,他们二人的眼睛就明亮了
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/03_chunk_20.wav,323276,才知道自己是赤身露体便拿无花果树的叶子为自己编作裙子
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/03_chunk_21.wav,161388,天起了凉风耶和华神在园中行走
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/03_chunk_22.wav,336876,那人和他妻子听见神的声音就藏在园里的树木中躲避耶和华神的面
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/03_chunk_23.wav,184876,耶和华神呼唤那人对他说你在哪里
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/03_chunk_24.wav,355052,他说我在园中听见你的声音我就害怕因为我赤身露体我便藏了耶和华说
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/03_chunk_25.wav,141228,谁告诉你赤身露体呢
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/03_chunk_26.wav,191820,莫非你吃了我吩咐你不可吃的那树上的果子吗
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/03_chunk_27.wav,27724,那人说
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/03_chunk_28.wav,109100,你所赐给我与我同居的女人
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/03_chunk_29.wav,155308,她把那树上的果子给我我就吃了
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/03_chunk_30.wav,68492,耶和华神对女人说
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/03_chunk_31.wav,252716,你作的是什么事呢女人说那蛇引诱我我就吃了
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/03_chunk_32.wav,335948,耶和华神对蛇说你既作了这事就必受咒诅比一切的牲畜野兽更甚
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/03_chunk_33.wav,135596,你必用肚子行走终身吃土
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/03_chunk_34.wav,121132,我又要叫你和女人彼此为仇
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/03_chunk_35.wav,157260,你的后裔和女人的后裔也彼此为仇
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/03_chunk_36.wav,87468,女人的后裔要伤你的头
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/03_chunk_37.wav,66156,你要伤他的脚跟
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/03_chunk_38.wav,494412,又对女人说我必多多加增你怀胎的苦楚你生产儿女必多受苦楚你必恋慕你丈夫你丈夫必管辖你
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/03_chunk_39.wav,47980,又对亚当说
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/03_chunk_40.wav,270188,你既听从妻子的话吃了我所吩咐你不可吃的那树上的果子
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/03_chunk_41.wav,312140,地必为你的缘故受咒诅你必终身劳苦才能从地里得吃的
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/03_chunk_42.wav,124684,地必给你长出荆棘和蒺藜来
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/03_chunk_43.wav,102572,你也要吃田间的菜蔬
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/03_chunk_44.wav,115948,你必汗流满面才得糊口
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/03_chunk_45.wav,173516,直到你归了土因为你是从土而出的
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/03_chunk_46.wav,138188,你本是尘土仍要归于尘土
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/03_chunk_47.wav,212076,亚当给他妻子起名叫夏娃因为她是众生之母
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/03_chunk_48.wav,215180,耶和华神为亚当和他妻子用皮子作衣服给他们穿
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/03_chunk_49.wav,241420,耶和华神说那人已经与我们相似能知道善恶
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/03_chunk_50.wav,219820,现在恐怕他伸手又摘生命树的果子吃
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/03_chunk_51.wav,224364,就永远活着耶和华神便打发他出伊甸园去
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/03_chunk_52.wav,57836,耕种他所自出之土
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/03_chunk_53.wav,253324,于是把他赶出去了又在伊甸园的东边安设基路伯和四面转动发火焰的剑
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/03_chunk_54.wav,85356,要把守生命树的道路
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/04_chunk_00.wav,63180,创世记第4章
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/04_chunk_01.wav,20428,有一日
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/04_chunk_02.wav,98636,那人和他妻子夏娃同房
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/04_chunk_03.wav,45548,夏娃就怀孕
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/04_chunk_04.wav,37548,生了该隐
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/04_chunk_05.wav,56716,就是得的意思
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/04_chunk_06.wav,20044,便说
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/04_chunk_07.wav,103916,耶和华使我得了一个男子
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/04_chunk_08.wav,93644,又生了该隐的兄弟亚伯
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/04_chunk_09.wav,142796,亚伯是牧羊的该隐是种地的有一日
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/04_chunk_10.wav,218188,该隐拿地里的出产为供物献给耶和华
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/04_chunk_11.wav,184588,亚伯也将他羊群中头生的和羊的脂油献上
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/04_chunk_12.wav,118220,耶和华看中了亚伯和他的供物
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/04_chunk_13.wav,281740,只是看不中该隐和他的供物该隐就大大地发怒变了脸色
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/04_chunk_14.wav,55084,耶和华对该隐说
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/04_chunk_15.wav,59756,你为什么发怒呢
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/04_chunk_16.wav,87660,你为什么变了脸色呢
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/04_chunk_17.wav,114028,你若行得好岂不蒙悦纳
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/04_chunk_18.wav,127244,你若行得不好罪就伏在门前
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/04_chunk_19.wav,129516,它必恋慕你你却要制伏它
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/04_chunk_20.wav,98988,该隐与他兄弟亚伯说话
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/04_chunk_21.wav,241804,二人正在田间该隐起来打他兄弟亚伯把他杀了
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/04_chunk_22.wav,57644,耶和华对该隐说
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/04_chunk_23.wav,276684,你兄弟亚伯在哪里他说我不知道我岂是看守我兄弟的吗
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/04_chunk_24.wav,31084,耶和华说
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/04_chunk_25.wav,62444,你作了什么事呢
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/04_chunk_26.wav,170476,你兄弟的血有声音从地里向我哀告
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/04_chunk_27.wav,159756,地开了口从你手里接受你兄弟的血
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/04_chunk_28.wav,99692,现在你必从这地受咒诅
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/04_chunk_29.wav,27564,你种地
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/04_chunk_30.wav,62956,地不再给你效力
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/04_chunk_31.wav,92172,你必流离飘荡在地上
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/04_chunk_32.wav,59980,该隐对耶和华说
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/04_chunk_33.wav,140140,我的刑罚太重过于我所能当的
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/04_chunk_34.wav,374316,你如今赶逐我离开这地以致不见你面我必流离飘荡在地上凡遇见我的必杀我
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/04_chunk_35.wav,50156,耶和华对他说
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/04_chunk_36.wav,99628,凡杀该隐的必遭报七倍
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/04_chunk_37.wav,215308,耶和华就给该隐立一个记号免得人遇见他就杀他
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/04_chunk_38.wav,230156,于是该隐离开耶和华的面去住在伊甸东边挪得之地
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/04_chunk_39.wav,204556,该隐与妻子同房他妻子就怀孕生了以诺
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/04_chunk_40.wav,265068,该隐建造了一座城就按着他儿子的名将那城叫作以诺
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/04_chunk_41.wav,48620,以诺生以拿
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/04_chunk_42.wav,66732,以拿生米户雅利
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/04_chunk_43.wav,90188,米户雅利生玛土撒利
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/04_chunk_44.wav,67404,玛土撒利生拉麦
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/04_chunk_45.wav,66668,拉麦娶了两个妻
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/04_chunk_46.wav,56972,一个名叫亚大
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/04_chunk_47.wav,59948,一个名叫洗拉
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/04_chunk_48.wav,49548,亚大生雅八
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/04_chunk_49.wav,165644,雅八就是住帐棚牧养牲畜之人的祖师
/Users/chibs/playground/bigdata-stack/themes/speech-reg/DeepSpeech/test/04_chunk_50.wav,93836,雅八的兄弟名叫犹八
